{'短评内容': '交通方便，值这个价', '短评打分': 4}
{'短评内容': '总体来说还不错，在京城，又是王府井商业区附近，这个价格很实惠，离地铁和公交车站都不远，出行还算方便，入住的第一感觉就是房间小了一点（毕竟是小标间），不过2人住足够了，隔音不是很好，情侣睡觉还是老实一点的好，哼哼，总结一下，性价比还是不错滴，值得推荐一下', '短评打分': 5}
{'短评内容': '很实惠，适合学生族或想省钱的人', '短评打分': 5}
{'短评内容': '网线不好用，设施太老\r\n不过价格，位置和卫生还不错', '短评打分': 5}
{'短评内容': '如果不是离地铁近，绝对不会住在这里，准备预定的朋友们看看差评，都是货真价实，没有虚构的。', '短评打分': 3}
{'短评内容': '如果不是离地铁近，绝对不会住在这里，准备预定的朋友们看看差评，都是货真价实，没有虚构的。', '短评打分': 3}
{'短评内容': '优势就是离地铁口方便，走路10分钟可到。同样方便的位置价格都在200以上，价格算是优惠的。但是这酒店应该是招待所的标准，居然挂着2星的牌子。躲在隆福大厦后面，找起来有点费劲。晚上还算安静，有自助早餐，味道一般，鸡蛋每人一个，再要一元一个，打电话要收押金收费，更别说上网了，而且没有POS机，必须收现金。', '短评打分': 1}
{'短评内容': '不错，下次还会住。。。。', '短评打分': 5}
{'短评内容': '很一般', '短评打分': 5}
{'短评内容': '该酒店地理位置优越，价格较低，个人认为经济实惠，值！', '短评打分': 5}
{'短评内容': '很实惠的小店，位置不错，交通很便利', '短评打分': 5}
{'短评内容': '马桶太恶心，臭了一个晚上都没有睡好。 床单和被套也很脏。不推荐！', '短评打分': 1}
{'短评内容': '非常好，会推荐，经济又实惠，关键是地段太好了，太方便了！', '短评打分': 5}
{'短评内容': '在王府井大街附近，离地铁也相当近，周围无论逛街还是吃饭都相当方便，虽然我住的是没有淋浴的标间，但是楼下有二十四小时热水浴，总之性价比超高，推荐', '短评打分': 5}
{'短评内容': '服务一般，位置方便', '短评打分': 5}
{'短评内容': ' 不错的地点，但服务与环境一般', '短评打分': 5}
{'短评内容': '出行很方便，', '短评打分': 5}
{'短评内容': '位置较好，卫生条件不错，适合个人出行。', '短评打分': 3}
{'短评内容': '位置较好，卫生条件不错，适合个人出行。', '短评打分': 5}
{'短评内容': '整体感觉还不错。比较干净，环境也比较安静。价格实惠，服务态度也可以。', '短评打分': 3}
{'短评内容': '我订的是小标间,去的时候没了,免费升级到大标间,房间卫生状况一般,装修看上去有些年头了.但是交通真的很方便,地铁出来大概走3分钟,早餐也不错,服务也挺热情.值得一提的是,酒店前面有个早市(9点前收摊),每天都可以买到新鲜又便宜的水果.对出门旅行的人来说,还是很值得推荐的.', '短评打分': 5}
{'短评内容': '位置离王府井大街很近,走路到那顶多10分钟.旁边有地铁站,不过所在的这条街有点特别,卫生不错,不过设施有点差,电视机遥控不好,直接调也不行,其它还可以,关键是价格便宜,可以推荐入住.', '短评打分': 5}
{'短评内容': '很好的位置。走几步就是地铁东四站。出行方便', '短评打分': 5}
{'短评内容': '地理位置比较方便，到许多景点都比较近，环境也不错，总的来说比较不错。', '短评打分': 5}
{'短评内容': '这次是给老人旅游定的，离故宫和景山很近，到天安门和前门那边要走路45分钟。\r\n因为离地铁很近，老人的旅程进行的很顺利。\r\n总的来说，还是比较值得的。\r\n性价比不错', '短评打分': 5}
{'短评内容': '地理位置非常好，性价比很高，服务热情周到', '短评打分': 5}
{'短评内容': '服务好，价格便宜，地理位置好，下次还住这儿', '短评打分': 3}
{'短评内容': '离王府井商业区很近，地铁站也很近，非常好。', '短评打分': 3}
{'短评内容': '位置不错，下次还住这儿', '短评打分': 5}
{'短评内容': '交通非常便利，性价比高。\r\n只是我去的早了，去时前面退房的，服务员还没收拾好，给我安排了一间靠近酒店食堂的，早上4/5点就开始烧早饭，声音超响，睡得不太好哈。\r\n别的还行，出门配套齐全，饭店、小店甚至还有早市，都不错。', '短评打分': 5}
{'短评内容': '位置佳，设施一般，但早餐方便，晚餐价格合适，适合个人出行。', '短评打分': 3}
